"pais","casos","casos_acumulados","fallecidos","fallecidos_acumulados","fecha","bbdd","region"
"Belarus",0,1,0,0,2020-03-04,"OMS","Global"
"Belarus",5,6,0,0,2020-03-05,"OMS","Global"
"Belarus",0,6,0,0,2020-03-06,"OMS","Global"
"Belarus",0,6,0,0,2020-03-07,"OMS","Global"
"Belarus",0,6,0,0,2020-03-08,"OMS","Global"
"Belarus",0,6,0,0,2020-03-09,"OMS","Global"
"Belarus",0,6,0,0,2020-03-10,"OMS","Global"
"Belarus",3,9,0,0,2020-03-11,"OMS","Global"
"Belarus",3,12,0,0,2020-03-12,"OMS","Global"
"Belarus",0,12,0,0,2020-03-13,"OMS","Global"
"Belarus",9,21,0,0,2020-03-14,"OMS","Global"
"Belarus",0,21,0,0,2020-03-15,"OMS","Global"
"Belarus",0,21,0,0,2020-03-16,"OMS","Global"
"Belarus",15,36,0,0,2020-03-17,"OMS","Global"
"Belarus",0,36,0,0,2020-03-18,"OMS","Global"
"Belarus",0,36,0,0,2020-03-19,"OMS","Global"
"Belarus",0,36,0,0,2020-03-20,"OMS","Global"
"Belarus",0,36,0,0,2020-03-21,"OMS","Global"
"Belarus",40,76,0,0,2020-03-22,"OMS","Global"
"Belarus",5,81,0,0,2020-03-23,"OMS","Global"
"Belarus",0,81,0,0,2020-03-24,"OMS","Global"
"Belarus",0,81,0,0,2020-03-25,"OMS","Global"
"Belarus",5,86,0,0,2020-03-26,"OMS","Global"
"Belarus",8,94,0,0,2020-03-27,"OMS","Global"
"Belarus",0,94,0,0,2020-03-28,"OMS","Global"
"Belarus",0,94,0,0,2020-03-29,"OMS","Global"
"Belarus",0,94,0,0,2020-03-30,"OMS","Global"
"Belarus",58,152,0,0,2020-03-31,"OMS","Global"
"Belarus",40,192,2,2,2020-04-01,"OMS","Global"
"Belarus",0,192,0,2,2020-04-02,"OMS","Global"
"Belarus",62,254,2,4,2020-04-03,"OMS","Global"
"Belarus",0,254,0,4,2020-04-04,"OMS","Global"
"Belarus",186,440,0,4,2020-04-05,"OMS","Global"
"Belarus",122,562,4,8,2020-04-06,"OMS","Global"
"Belarus",138,700,5,13,2020-04-07,"OMS","Global"
"Belarus",161,861,0,13,2020-04-08,"OMS","Global"
"Belarus",205,1066,0,13,2020-04-09,"OMS","Global"
"Belarus",0,1066,0,13,2020-04-10,"OMS","Global"
"Belarus",915,1981,6,19,2020-04-11,"OMS","Global"
"Belarus",245,2226,4,23,2020-04-12,"OMS","Global"
"Belarus",352,2578,3,26,2020-04-13,"OMS","Global"
"Belarus",341,2919,3,29,2020-04-14,"OMS","Global"
"Belarus",362,3281,4,33,2020-04-15,"OMS","Global"
"Belarus",447,3728,3,36,2020-04-16,"OMS","Global"
"Belarus",476,4204,4,40,2020-04-17,"OMS","Global"
"Belarus",575,4779,3,43,2020-04-18,"OMS","Global"
"Belarus",510,5289,2,45,2020-04-19,"OMS","Global"
"Belarus",518,5807,2,47,2020-04-20,"OMS","Global"
"Belarus",457,6264,4,51,2020-04-21,"OMS","Global"
"Belarus",459,6723,4,55,2020-04-22,"OMS","Global"
"Belarus",558,7281,5,60,2020-04-23,"OMS","Global"
"Belarus",741,8022,0,60,2020-04-24,"OMS","Global"
"Belarus",751,8773,3,63,2020-04-25,"OMS","Global"
"Belarus",817,9590,4,67,2020-04-26,"OMS","Global"
"Belarus",873,10463,5,72,2020-04-27,"OMS","Global"
"Belarus",1745,12208,7,79,2020-04-28,"OMS","Global"
"Belarus",0,12208,0,79,2020-04-29,"OMS","Global"
"Belarus",973,13181,5,84,2020-04-30,"OMS","Global"
"Belarus",846,14027,5,89,2020-05-01,"OMS","Global"
"Belarus",890,14917,4,93,2020-05-02,"OMS","Global"
"Belarus",911,15828,4,97,2020-05-03,"OMS","Global"
"Belarus",1661,17489,6,103,2020-05-04,"OMS","Global"
"Belarus",0,17489,0,103,2020-05-05,"OMS","Global"
"Belarus",1766,19255,9,112,2020-05-06,"OMS","Global"
"Belarus",0,19255,0,112,2020-05-07,"OMS","Global"
"Belarus",913,20168,4,116,2020-05-08,"OMS","Global"
"Belarus",933,21101,5,121,2020-05-09,"OMS","Global"
"Belarus",1872,22973,10,131,2020-05-10,"OMS","Global"
"Belarus",933,23906,4,135,2020-05-11,"OMS","Global"
"Belarus",0,23906,0,135,2020-05-12,"OMS","Global"
"Belarus",1934,25840,14,149,2020-05-13,"OMS","Global"
"Belarus",0,25840,0,149,2020-05-14,"OMS","Global"
"Belarus",932,26772,2,151,2020-05-15,"OMS","Global"
"Belarus",958,27730,5,156,2020-05-16,"OMS","Global"
"Belarus",951,28681,4,160,2020-05-17,"OMS","Global"
"Belarus",969,29650,5,165,2020-05-18,"OMS","Global"
"Belarus",922,30572,6,171,2020-05-19,"OMS","Global"
"Belarus",936,31508,4,175,2020-05-20,"OMS","Global"
"Belarus",1863,33371,10,185,2020-05-21,"OMS","Global"
"Belarus",932,34303,5,190,2020-05-22,"OMS","Global"
"Belarus",0,34303,0,190,2020-05-23,"OMS","Global"
"Belarus",941,35244,4,194,2020-05-24,"OMS","Global"
"Belarus",954,36198,5,199,2020-05-25,"OMS","Global"
"Belarus",946,37144,5,204,2020-05-26,"OMS","Global"
"Belarus",915,38059,4,208,2020-05-27,"OMS","Global"
"Belarus",897,38956,6,214,2020-05-28,"OMS","Global"
"Belarus",902,39858,5,219,2020-05-29,"OMS","Global"
"Belarus",906,40764,5,224,2020-05-30,"OMS","Global"
"Belarus",894,41658,5,229,2020-05-31,"OMS","Global"
"Belarus",898,42556,6,235,2020-06-01,"OMS","Global"
"Belarus",847,43403,5,240,2020-06-02,"OMS","Global"
"Belarus",852,44255,3,243,2020-06-03,"OMS","Global"
"Belarus",861,45116,5,248,2020-06-04,"OMS","Global"
"Belarus",865,45981,5,253,2020-06-05,"OMS","Global"
"Belarus",887,46868,6,259,2020-06-06,"OMS","Global"
"Belarus",0,46868,0,259,2020-06-07,"OMS","Global"
"Belarus",1762,48630,10,269,2020-06-08,"OMS","Global"
"Belarus",823,49453,7,276,2020-06-09,"OMS","Global"
"Belarus",812,50265,6,282,2020-06-10,"OMS","Global"
"Belarus",801,51066,6,288,2020-06-11,"OMS","Global"
"Belarus",750,51816,5,293,2020-06-12,"OMS","Global"
"Belarus",704,52520,5,298,2020-06-13,"OMS","Global"
"Belarus",721,53241,5,303,2020-06-14,"OMS","Global"
"Belarus",732,53973,5,308,2020-06-15,"OMS","Global"
"Belarus",707,54680,4,312,2020-06-16,"OMS","Global"
"Belarus",689,55369,6,318,2020-06-17,"OMS","Global"
"Belarus",663,56032,6,324,2020-06-18,"OMS","Global"
"Belarus",625,56657,7,331,2020-06-19,"OMS","Global"
"Belarus",676,57333,6,337,2020-06-20,"OMS","Global"
"Belarus",603,57936,6,343,2020-06-21,"OMS","Global"
"Belarus",569,58505,3,346,2020-06-22,"OMS","Global"
"Belarus",518,59023,5,351,2020-06-23,"OMS","Global"
"Belarus",464,59487,6,357,2020-06-24,"OMS","Global"
"Belarus",458,59945,5,362,2020-06-25,"OMS","Global"
"Belarus",437,60382,5,367,2020-06-26,"OMS","Global"
"Belarus",331,60713,6,373,2020-06-27,"OMS","Global"
"Belarus",382,61095,4,377,2020-06-28,"OMS","Global"
"Belarus",380,61475,6,383,2020-06-29,"OMS","Global"
"Belarus",315,61790,4,387,2020-06-30,"OMS","Global"
"Belarus",328,62118,5,392,2020-07-01,"OMS","Global"
"Belarus",306,62424,6,398,2020-07-02,"OMS","Global"
"Belarus",274,62698,7,405,2020-07-03,"OMS","Global"
"Belarus",299,62997,7,412,2020-07-04,"OMS","Global"
"Belarus",273,63270,6,418,2020-07-05,"OMS","Global"
"Belarus",284,63554,5,423,2020-07-06,"OMS","Global"
"Belarus",250,63804,6,429,2020-07-07,"OMS","Global"
"Belarus",199,64003,7,436,2020-07-08,"OMS","Global"
"Belarus",221,64224,7,443,2020-07-09,"OMS","Global"
"Belarus",187,64411,6,449,2020-07-10,"OMS","Global"
"Belarus",193,64604,5,454,2020-07-11,"OMS","Global"
"Belarus",160,64764,5,459,2020-07-12,"OMS","Global"
"Belarus",168,64932,5,464,2020-07-13,"OMS","Global"
"Belarus",182,65114,4,468,2020-07-14,"OMS","Global"
"Belarus",155,65269,6,474,2020-07-15,"OMS","Global"
"Belarus",174,65443,6,480,2020-07-16,"OMS","Global"
"Belarus",180,65623,5,485,2020-07-17,"OMS","Global"
"Belarus",159,65782,6,491,2020-07-18,"OMS","Global"
"Belarus",171,65953,4,495,2020-07-19,"OMS","Global"
"Belarus",142,66095,4,499,2020-07-20,"OMS","Global"
"Belarus",118,66213,4,503,2020-07-21,"OMS","Global"
"Belarus",135,66348,4,507,2020-07-22,"OMS","Global"
"Belarus",173,66521,6,513,2020-07-23,"OMS","Global"
"Belarus",167,66688,6,519,2020-07-24,"OMS","Global"
"Belarus",158,66846,5,524,2020-07-25,"OMS","Global"
"Belarus",156,67002,6,530,2020-07-26,"OMS","Global"
"Belarus",130,67132,4,534,2020-07-27,"OMS","Global"
"Belarus",234,67366,9,543,2020-07-28,"OMS","Global"
"Belarus",152,67518,5,548,2020-07-29,"OMS","Global"
"Belarus",147,67665,5,553,2020-07-30,"OMS","Global"
"Belarus",143,67808,6,559,2020-07-31,"OMS","Global"
"Belarus",0,67808,0,559,2020-08-01,"OMS","Global"
"Belarus",138,67946,4,563,2020-08-02,"OMS","Global"
"Belarus",121,68067,4,567,2020-08-03,"OMS","Global"
"Belarus",99,68166,4,571,2020-08-04,"OMS","Global"
"Belarus",84,68250,3,574,2020-08-05,"OMS","Global"
"Belarus",126,68376,3,577,2020-08-06,"OMS","Global"
"Belarus",127,68503,3,580,2020-08-07,"OMS","Global"
"Belarus",111,68614,3,583,2020-08-08,"OMS","Global"
"Belarus",124,68738,2,585,2020-08-09,"OMS","Global"
"Belarus",112,68850,2,587,2020-08-10,"OMS","Global"
"Belarus",97,68947,2,589,2020-08-11,"OMS","Global"
"Belarus",58,69005,3,592,2020-08-12,"OMS","Global"
"Belarus",97,69102,3,595,2020-08-13,"OMS","Global"
"Belarus",101,69203,4,599,2020-08-14,"OMS","Global"
"Belarus",105,69308,4,603,2020-08-15,"OMS","Global"
"Belarus",116,69424,4,607,2020-08-16,"OMS","Global"
"Belarus",92,69516,3,610,2020-08-17,"OMS","Global"
"Belarus",73,69589,3,613,2020-08-18,"OMS","Global"
"Belarus",84,69673,4,617,2020-08-19,"OMS","Global"
"Belarus",128,69801,5,622,2020-08-20,"OMS","Global"
"Belarus",149,69950,5,627,2020-08-21,"OMS","Global"
"Belarus",161,70111,5,632,2020-08-22,"OMS","Global"
"Belarus",174,70285,5,637,2020-08-23,"OMS","Global"
"Belarus",183,70468,5,642,2020-08-24,"OMS","Global"
"Belarus",177,70645,4,646,2020-08-25,"OMS","Global"
"Belarus",82,70727,6,652,2020-08-26,"OMS","Global"
"Belarus",247,70974,5,657,2020-08-27,"OMS","Global"
"Belarus",191,71165,5,662,2020-08-28,"OMS","Global"
"Belarus",181,71346,5,667,2020-08-29,"OMS","Global"
"Belarus",177,71523,4,671,2020-08-30,"OMS","Global"
"Belarus",164,71687,5,676,2020-08-31,"OMS","Global"
"Belarus",156,71843,5,681,2020-09-01,"OMS","Global"
"Belarus",119,71962,5,686,2020-09-02,"OMS","Global"
"Belarus",179,72141,5,691,2020-09-03,"OMS","Global"
"Belarus",161,72302,5,696,2020-09-04,"OMS","Global"
"Belarus",183,72485,5,701,2020-09-05,"OMS","Global"
"Belarus",178,72663,4,705,2020-09-06,"OMS","Global"
"Belarus",196,72859,6,711,2020-09-07,"OMS","Global"
"Belarus",172,73031,5,716,2020-09-08,"OMS","Global"
"Belarus",177,73208,5,721,2020-09-09,"OMS","Global"
"Belarus",194,73402,5,726,2020-09-10,"OMS","Global"
"Belarus",189,73591,6,732,2020-09-11,"OMS","Global"
"Belarus",193,73784,6,738,2020-09-12,"OMS","Global"
"Belarus",191,73975,6,744,2020-09-13,"OMS","Global"
"Belarus",198,74173,6,750,2020-09-14,"OMS","Global"
"Belarus",187,74360,6,756,2020-09-15,"OMS","Global"
"Belarus",192,74552,5,761,2020-09-16,"OMS","Global"
"Belarus",211,74763,6,767,2020-09-17,"OMS","Global"
"Belarus",224,74987,4,771,2020-09-18,"OMS","Global"
"Belarus",243,75230,2,773,2020-09-19,"OMS","Global"
"Belarus",231,75461,3,776,2020-09-20,"OMS","Global"
"Belarus",213,75674,4,780,2020-09-21,"OMS","Global"
"Belarus",224,75898,5,785,2020-09-22,"OMS","Global"
"Belarus",206,76104,6,791,2020-09-23,"OMS","Global"
"Belarus",253,76357,5,796,2020-09-24,"OMS","Global"
"Belarus",294,76651,6,802,2020-09-25,"OMS","Global"
"Belarus",306,76957,5,807,2020-09-26,"OMS","Global"
"Belarus",332,77289,6,813,2020-09-27,"OMS","Global"
"Belarus",320,77609,5,818,2020-09-28,"OMS","Global"
"Belarus",337,77946,4,822,2020-09-29,"OMS","Global"
"Belarus",314,78260,6,828,2020-09-30,"OMS","Global"
"Belarus",371,78631,5,833,2020-10-01,"OMS","Global"
"Belarus",388,79019,6,839,2020-10-02,"OMS","Global"
"Belarus",402,79421,5,844,2020-10-03,"OMS","Global"
"Belarus",431,79852,7,851,2020-10-04,"OMS","Global"
"Belarus",443,80295,6,857,2020-10-05,"OMS","Global"
"Belarus",401,80696,5,862,2020-10-06,"OMS","Global"
"Belarus",394,81090,6,868,2020-10-07,"OMS","Global"
"Belarus",415,81505,6,874,2020-10-08,"OMS","Global"
"Belarus",477,81982,6,880,2020-10-09,"OMS","Global"
"Belarus",489,82471,5,885,2020-10-10,"OMS","Global"
"Belarus",552,83023,6,891,2020-10-11,"OMS","Global"
"Belarus",511,83534,5,896,2020-10-12,"OMS","Global"
"Belarus",464,83998,5,901,2020-10-13,"OMS","Global"
"Belarus",526,84524,5,906,2020-10-14,"OMS","Global"
"Belarus",597,85121,5,911,2020-10-15,"OMS","Global"
"Belarus",613,85734,5,916,2020-10-16,"OMS","Global"
"Belarus",658,86392,5,921,2020-10-17,"OMS","Global"
"Belarus",671,87063,4,925,2020-10-18,"OMS","Global"
"Belarus",635,87698,4,929,2020-10-19,"OMS","Global"
"Belarus",592,88290,4,933,2020-10-20,"OMS","Global"
"Belarus",619,88909,4,937,2020-10-21,"OMS","Global"
"Belarus",733,89642,4,941,2020-10-22,"OMS","Global"
"Belarus",738,90380,4,945,2020-10-23,"OMS","Global"
"Belarus",787,91167,0,945,2020-10-24,"OMS","Global"
"Belarus",0,91167,0,945,2020-10-25,"OMS","Global"
"Belarus",1656,92823,12,957,2020-10-26,"OMS","Global"
"Belarus",884,93707,4,961,2020-10-27,"OMS","Global"
"Belarus",902,94609,4,965,2020-10-28,"OMS","Global"
"Belarus",936,95545,4,969,2020-10-29,"OMS","Global"
"Belarus",984,96529,4,973,2020-10-30,"OMS","Global"
"Belarus",970,97499,4,977,2020-10-31,"OMS","Global"
"Belarus",1960,99459,8,985,2020-11-01,"OMS","Global"
"Belarus",0,99459,0,985,2020-11-02,"OMS","Global"
"Belarus",941,100400,4,989,2020-11-03,"OMS","Global"
"Belarus",929,101329,3,992,2020-11-04,"OMS","Global"
"Belarus",984,102313,3,995,2020-11-05,"OMS","Global"
"Belarus",982,103295,3,998,2020-11-06,"OMS","Global"
"Belarus",1988,105283,6,1004,2020-11-07,"OMS","Global"
"Belarus",0,105283,0,1004,2020-11-08,"OMS","Global"
"Belarus",996,106279,3,1007,2020-11-09,"OMS","Global"
"Belarus",983,107262,4,1011,2020-11-10,"OMS","Global"
"Belarus",1038,108300,5,1016,2020-11-11,"OMS","Global"
"Belarus",1057,109357,6,1022,2020-11-12,"OMS","Global"
"Belarus",1098,110455,5,1027,2020-11-13,"OMS","Global"
"Belarus",1167,111622,6,1033,2020-11-14,"OMS","Global"
"Belarus",1248,112870,6,1039,2020-11-15,"OMS","Global"
"Belarus",1315,114185,7,1046,2020-11-16,"OMS","Global"
"Belarus",1263,115448,7,1053,2020-11-17,"OMS","Global"
"Belarus",1251,116699,7,1060,2020-11-18,"OMS","Global"
"Belarus",1309,118008,7,1067,2020-11-19,"OMS","Global"
"Belarus",1382,119390,7,1074,2020-11-20,"OMS","Global"
"Belarus",1457,120847,7,1081,2020-11-21,"OMS","Global"
"Belarus",1588,122435,8,1089,2020-11-22,"OMS","Global"
"Belarus",1564,123999,7,1096,2020-11-23,"OMS","Global"
"Belarus",1483,125482,8,1104,2020-11-24,"OMS","Global"
"Belarus",1471,126953,8,1112,2020-11-25,"OMS","Global"
"Belarus",1496,128449,7,1119,2020-11-26,"OMS","Global"
"Belarus",1563,130012,9,1128,2020-11-27,"OMS","Global"
"Belarus",1621,131633,8,1136,2020-11-28,"OMS","Global"
"Belarus",1691,133324,7,1143,2020-11-29,"OMS","Global"
"Belarus",1684,135008,8,1151,2020-11-30,"OMS","Global"
"Belarus",1639,136647,7,1158,2020-12-01,"OMS","Global"
"Belarus",1572,138219,8,1166,2020-12-02,"OMS","Global"
"Belarus",1689,139908,8,1174,2020-12-03,"OMS","Global"
"Belarus",1701,141609,7,1181,2020-12-04,"OMS","Global"
"Belarus",1774,143383,9,1190,2020-12-05,"OMS","Global"
"Belarus",1896,145279,8,1198,2020-12-06,"OMS","Global"
"Belarus",1878,147157,9,1207,2020-12-07,"OMS","Global"
"Belarus",1796,148953,8,1215,2020-12-08,"OMS","Global"
"Belarus",1649,150602,7,1222,2020-12-09,"OMS","Global"
"Belarus",1851,152453,8,1230,2020-12-10,"OMS","Global"
"Belarus",1939,154392,8,1238,2020-12-11,"OMS","Global"
"Belarus",1967,156359,8,1246,2020-12-12,"OMS","Global"
"Belarus",1975,158334,8,1254,2020-12-13,"OMS","Global"
"Belarus",1961,160295,9,1263,2020-12-14,"OMS","Global"
"Belarus",1853,162148,10,1273,2020-12-15,"OMS","Global"
"Belarus",1911,164059,9,1282,2020-12-16,"OMS","Global"
"Belarus",1838,165897,9,1291,2020-12-17,"OMS","Global"
"Belarus",1834,167731,8,1299,2020-12-18,"OMS","Global"
"Belarus",1917,169648,9,1308,2020-12-19,"OMS","Global"
"Belarus",1931,171579,8,1316,2020-12-20,"OMS","Global"
"Belarus",1944,173523,8,1324,2020-12-21,"OMS","Global"
"Belarus",1893,175416,9,1333,2020-12-22,"OMS","Global"
"Belarus",1858,177274,8,1341,2020-12-23,"OMS","Global"
"Belarus",1922,179196,8,1349,2020-12-24,"OMS","Global"
"Belarus",1917,181113,9,1358,2020-12-25,"OMS","Global"
"Belarus",1893,183006,9,1367,2020-12-26,"OMS","Global"
"Belarus",1916,184922,9,1376,2020-12-27,"OMS","Global"
"Belarus",1825,186747,9,1385,2020-12-28,"OMS","Global"
"Belarus",1841,188588,9,1394,2020-12-29,"OMS","Global"
"Belarus",1816,190404,10,1404,2020-12-30,"OMS","Global"
"Belarus",1957,192361,10,1414,2020-12-31,"OMS","Global"
"Belarus",1923,194284,10,1424,2021-01-01,"OMS","Global"
"Belarus",1939,196223,9,1433,2021-01-02,"OMS","Global"
"Belarus",1902,198125,9,1442,2021-01-03,"OMS","Global"
"Belarus",1837,199962,9,1451,2021-01-04,"OMS","Global"
"Belarus",1869,201831,10,1461,2021-01-05,"OMS","Global"
"Belarus",1273,203104,10,1471,2021-01-06,"OMS","Global"
"Belarus",1854,204958,9,1480,2021-01-07,"OMS","Global"
"Belarus",1838,206796,9,1489,2021-01-08,"OMS","Global"
"Belarus",1805,208601,9,1498,2021-01-09,"OMS","Global"
"Belarus",1767,210368,9,1507,2021-01-10,"OMS","Global"
"Belarus",1833,212201,10,1517,2021-01-11,"OMS","Global"
"Belarus",1792,213993,9,1526,2021-01-12,"OMS","Global"
"Belarus",1731,215724,9,1535,2021-01-13,"OMS","Global"
"Belarus",1972,217696,9,1544,2021-01-14,"OMS","Global"
"Belarus",1967,219663,10,1554,2021-01-15,"OMS","Global"
"Belarus",1941,221604,10,1564,2021-01-16,"OMS","Global"
"Belarus",1933,223537,9,1573,2021-01-17,"OMS","Global"
"Belarus",1924,225461,9,1582,2021-01-18,"OMS","Global"
"Belarus",1899,227360,9,1591,2021-01-19,"OMS","Global"
"Belarus",1356,228716,10,1601,2021-01-20,"OMS","Global"
"Belarus",1778,230494,9,1610,2021-01-21,"OMS","Global"
"Belarus",1804,232298,9,1619,2021-01-22,"OMS","Global"
"Belarus",1813,234111,9,1628,2021-01-23,"OMS","Global"
"Belarus",1748,235859,11,1639,2021-01-24,"OMS","Global"
"Belarus",1752,237611,10,1649,2021-01-25,"OMS","Global"
"Belarus",1024,238635,9,1658,2021-01-26,"OMS","Global"
"Belarus",847,239482,10,1668,2021-01-27,"OMS","Global"
"Belarus",1651,241133,10,1678,2021-01-28,"OMS","Global"
"Belarus",1718,242851,10,1688,2021-01-29,"OMS","Global"
"Belarus",1867,244718,10,1698,2021-01-30,"OMS","Global"
"Belarus",1852,246570,10,1708,2021-01-31,"OMS","Global"
"Belarus",1766,248336,10,1718,2021-02-01,"OMS","Global"
"Belarus",959,249295,10,1728,2021-02-02,"OMS","Global"
"Belarus",699,249994,9,1737,2021-02-03,"OMS","Global"
"Belarus",1711,251705,9,1746,2021-02-04,"OMS","Global"
"Belarus",1708,253413,9,1755,2021-02-05,"OMS","Global"
"Belarus",1759,255172,9,1764,2021-02-06,"OMS","Global"
"Belarus",1787,256959,9,1773,2021-02-07,"OMS","Global"
"Belarus",1732,258691,10,1783,2021-02-08,"OMS","Global"
"Belarus",808,259499,9,1792,2021-02-09,"OMS","Global"
"Belarus",561,260060,9,1801,2021-02-10,"OMS","Global"
"Belarus",1799,261859,10,1811,2021-02-11,"OMS","Global"
"Belarus",1692,263551,9,1820,2021-02-12,"OMS","Global"
"Belarus",1733,265284,10,1830,2021-02-13,"OMS","Global"
"Belarus",1745,267029,10,1840,2021-02-14,"OMS","Global"
"Belarus",1658,268687,9,1849,2021-02-15,"OMS","Global"
"Belarus",1100,269787,9,1858,2021-02-16,"OMS","Global"
"Belarus",1134,270921,9,1867,2021-02-17,"OMS","Global"
"Belarus",1352,272273,9,1876,2021-02-18,"OMS","Global"
"Belarus",1386,273659,9,1885,2021-02-19,"OMS","Global"
"Belarus",1663,275322,9,1894,2021-02-20,"OMS","Global"
"Belarus",1668,276990,9,1903,2021-02-21,"OMS","Global"
"Belarus",1322,278312,9,1912,2021-02-22,"OMS","Global"
"Belarus",1144,279456,9,1921,2021-02-23,"OMS","Global"
"Belarus",972,280428,9,1930,2021-02-24,"OMS","Global"
"Belarus",1279,281707,9,1939,2021-02-25,"OMS","Global"
"Belarus",1191,282898,9,1948,2021-02-26,"OMS","Global"
"Belarus",1602,284500,9,1957,2021-02-27,"OMS","Global"
"Belarus",1459,285959,9,1966,2021-02-28,"OMS","Global"
"Belarus",1347,287306,10,1976,2021-03-01,"OMS","Global"
"Belarus",961,288267,9,1985,2021-03-02,"OMS","Global"
"Belarus",869,289136,8,1993,2021-03-03,"OMS","Global"
"Belarus",1311,290447,9,2002,2021-03-04,"OMS","Global"
"Belarus",1174,291621,9,2011,2021-03-05,"OMS","Global"
"Belarus",1482,293103,9,2020,2021-03-06,"OMS","Global"
"Belarus",1329,294432,9,2029,2021-03-07,"OMS","Global"
"Belarus",1079,295511,9,2038,2021-03-08,"OMS","Global"
"Belarus",930,296441,9,2047,2021-03-09,"OMS","Global"
"Belarus",1073,297514,8,2055,2021-03-10,"OMS","Global"
"Belarus",609,298123,8,2063,2021-03-11,"OMS","Global"
"Belarus",837,298960,7,2070,2021-03-12,"OMS","Global"
"Belarus",1186,300146,8,2078,2021-03-13,"OMS","Global"
"Belarus",1182,301328,9,2087,2021-03-14,"OMS","Global"
"Belarus",995,302323,8,2095,2021-03-15,"OMS","Global"
"Belarus",947,303270,8,2103,2021-03-16,"OMS","Global"
"Belarus",876,304146,9,2112,2021-03-17,"OMS","Global"
"Belarus",1124,305270,9,2121,2021-03-18,"OMS","Global"
"Belarus",1254,306524,9,2130,2021-03-19,"OMS","Global"
"Belarus",1414,307938,9,2139,2021-03-20,"OMS","Global"
"Belarus",1355,309293,9,2148,2021-03-21,"OMS","Global"
"Belgium",0,0,0,0,2020-01-03,"OMS","Global"
"Belgium",0,0,0,0,2020-01-04,"OMS","Global"
"Belgium",0,0,0,0,2020-01-05,"OMS","Global"
"Belgium",0,0,0,0,2020-01-06,"OMS","Global"
"Belgium",0,0,0,0,2020-01-07,"OMS","Global"
"Belgium",0,0,0,0,2020-01-08,"OMS","Global"
"Belgium",0,0,0,0,2020-01-09,"OMS","Global"
"Belgium",0,0,0,0,2020-01-10,"OMS","Global"
"Belgium",0,0,0,0,2020-01-11,"OMS","Global"
"Belgium",0,0,0,0,2020-01-12,"OMS","Global"
"Belgium",0,0,0,0,2020-01-13,"OMS","Global"
"Belgium",0,0,0,0,2020-01-14,"OMS","Global"
"Belgium",0,0,0,0,2020-01-15,"OMS","Global"
"Belgium",0,0,0,0,2020-01-16,"OMS","Global"
"Belgium",0,0,0,0,2020-01-17,"OMS","Global"
"Belgium",0,0,0,0,2020-01-18,"OMS","Global"
"Belgium",0,0,0,0,2020-01-19,"OMS","Global"
"Belgium",0,0,0,0,2020-01-20,"OMS","Global"
"Belgium",0,0,0,0,2020-01-21,"OMS","Global"
"Belgium",0,0,0,0,2020-01-22,"OMS","Global"
"Belgium",0,0,0,0,2020-01-23,"OMS","Global"
"Belgium",0,0,0,0,2020-01-24,"OMS","Global"
"Belgium",0,0,0,0,2020-01-25,"OMS","Global"
"Belgium",0,0,0,0,2020-01-26,"OMS","Global"
"Belgium",0,0,0,0,2020-01-27,"OMS","Global"
"Belgium",0,0,0,0,2020-01-28,"OMS","Global"
"Belgium",0,0,0,0,2020-01-29,"OMS","Global"
"Belgium",0,0,0,0,2020-01-30,"OMS","Global"
"Belgium",0,0,0,0,2020-01-31,"OMS","Global"
"Belgium",0,0,0,0,2020-02-01,"OMS","Global"
"Belgium",0,0,0,0,2020-02-02,"OMS","Global"
"Belgium",0,0,0,0,2020-02-03,"OMS","Global"
"Belgium",1,1,0,0,2020-02-04,"OMS","Global"
"Belgium",0,1,0,0,2020-02-05,"OMS","Global"
"Belgium",0,1,0,0,2020-02-06,"OMS","Global"
"Belgium",0,1,0,0,2020-02-07,"OMS","Global"
"Belgium",0,1,0,0,2020-02-08,"OMS","Global"
"Belgium",0,1,0,0,2020-02-09,"OMS","Global"
"Belgium",0,1,0,0,2020-02-10,"OMS","Global"
"Belgium",0,1,0,0,2020-02-11,"OMS","Global"
"Belgium",0,1,0,0,2020-02-12,"OMS","Global"
"Belgium",0,1,0,0,2020-02-13,"OMS","Global"
"Belgium",0,1,0,0,2020-02-14,"OMS","Global"
"Belgium",0,1,0,0,2020-02-15,"OMS","Global"
"Belgium",0,1,0,0,2020-02-16,"OMS","Global"
"Belgium",0,1,0,0,2020-02-17,"OMS","Global"
"Belgium",0,1,0,0,2020-02-18,"OMS","Global"
"Belgium",0,1,0,0,2020-02-19,"OMS","Global"
"Belgium",0,1,0,0,2020-02-20,"OMS","Global"
"Belgium",0,1,0,0,2020-02-21,"OMS","Global"
"Belgium",0,1,0,0,2020-02-22,"OMS","Global"
"Belgium",0,1,0,0,2020-02-23,"OMS","Global"
"Belgium",0,1,0,0,2020-02-24,"OMS","Global"
"Belgium",0,1,0,0,2020-02-25,"OMS","Global"
"Belgium",0,1,0,0,2020-02-26,"OMS","Global"
"Belgium",0,1,0,0,2020-02-27,"OMS","Global"
"Belgium",0,1,0,0,2020-02-28,"OMS","Global"
"Belgium",0,1,0,0,2020-02-29,"OMS","Global"
"Belgium",0,1,0,0,2020-03-01,"OMS","Global"
"Belgium",18,19,0,0,2020-03-02,"OMS","Global"
"Belgium",19,38,0,0,2020-03-03,"OMS","Global"
