"pais","casos","casos_acumulados","fallecidos","fallecidos_acumulados","fecha","bbdd","region"
"Holy See",0,12,0,0,2020-06-17,"OMS","Global"
"Holy See",0,12,0,0,2020-06-18,"OMS","Global"
"Holy See",0,12,0,0,2020-06-19,"OMS","Global"
"Holy See",0,12,0,0,2020-06-20,"OMS","Global"
"Holy See",0,12,0,0,2020-06-21,"OMS","Global"
"Holy See",0,12,0,0,2020-06-22,"OMS","Global"
"Holy See",0,12,0,0,2020-06-23,"OMS","Global"
"Holy See",0,12,0,0,2020-06-24,"OMS","Global"
"Holy See",0,12,0,0,2020-06-25,"OMS","Global"
"Holy See",0,12,0,0,2020-06-26,"OMS","Global"
"Holy See",0,12,0,0,2020-06-27,"OMS","Global"
"Holy See",0,12,0,0,2020-06-28,"OMS","Global"
"Holy See",0,12,0,0,2020-06-29,"OMS","Global"
"Holy See",0,12,0,0,2020-06-30,"OMS","Global"
"Holy See",0,12,0,0,2020-07-01,"OMS","Global"
"Holy See",0,12,0,0,2020-07-02,"OMS","Global"
"Holy See",0,12,0,0,2020-07-03,"OMS","Global"
"Holy See",0,12,0,0,2020-07-04,"OMS","Global"
"Holy See",0,12,0,0,2020-07-05,"OMS","Global"
"Holy See",0,12,0,0,2020-07-06,"OMS","Global"
"Holy See",0,12,0,0,2020-07-07,"OMS","Global"
"Holy See",0,12,0,0,2020-07-08,"OMS","Global"
"Holy See",0,12,0,0,2020-07-09,"OMS","Global"
"Holy See",0,12,0,0,2020-07-10,"OMS","Global"
"Holy See",0,12,0,0,2020-07-11,"OMS","Global"
"Holy See",0,12,0,0,2020-07-12,"OMS","Global"
"Holy See",0,12,0,0,2020-07-13,"OMS","Global"
"Holy See",0,12,0,0,2020-07-14,"OMS","Global"
"Holy See",0,12,0,0,2020-07-15,"OMS","Global"
"Holy See",0,12,0,0,2020-07-16,"OMS","Global"
"Holy See",0,12,0,0,2020-07-17,"OMS","Global"
"Holy See",0,12,0,0,2020-07-18,"OMS","Global"
"Holy See",0,12,0,0,2020-07-19,"OMS","Global"
"Holy See",0,12,0,0,2020-07-20,"OMS","Global"
"Holy See",0,12,0,0,2020-07-21,"OMS","Global"
"Holy See",0,12,0,0,2020-07-22,"OMS","Global"
"Holy See",0,12,0,0,2020-07-23,"OMS","Global"
"Holy See",0,12,0,0,2020-07-24,"OMS","Global"
"Holy See",0,12,0,0,2020-07-25,"OMS","Global"
"Holy See",0,12,0,0,2020-07-26,"OMS","Global"
"Holy See",0,12,0,0,2020-07-27,"OMS","Global"
"Holy See",0,12,0,0,2020-07-28,"OMS","Global"
"Holy See",0,12,0,0,2020-07-29,"OMS","Global"
"Holy See",0,12,0,0,2020-07-30,"OMS","Global"
"Holy See",0,12,0,0,2020-07-31,"OMS","Global"
"Holy See",0,12,0,0,2020-08-01,"OMS","Global"
"Holy See",0,12,0,0,2020-08-02,"OMS","Global"
"Holy See",0,12,0,0,2020-08-03,"OMS","Global"
"Holy See",0,12,0,0,2020-08-04,"OMS","Global"
"Holy See",0,12,0,0,2020-08-05,"OMS","Global"
"Holy See",0,12,0,0,2020-08-06,"OMS","Global"
"Holy See",0,12,0,0,2020-08-07,"OMS","Global"
"Holy See",0,12,0,0,2020-08-08,"OMS","Global"
"Holy See",0,12,0,0,2020-08-09,"OMS","Global"
"Holy See",0,12,0,0,2020-08-10,"OMS","Global"
"Holy See",0,12,0,0,2020-08-11,"OMS","Global"
"Holy See",0,12,0,0,2020-08-12,"OMS","Global"
"Holy See",0,12,0,0,2020-08-13,"OMS","Global"
"Holy See",0,12,0,0,2020-08-14,"OMS","Global"
"Holy See",0,12,0,0,2020-08-15,"OMS","Global"
"Holy See",0,12,0,0,2020-08-16,"OMS","Global"
"Holy See",0,12,0,0,2020-08-17,"OMS","Global"
"Holy See",0,12,0,0,2020-08-18,"OMS","Global"
"Holy See",0,12,0,0,2020-08-19,"OMS","Global"
"Holy See",0,12,0,0,2020-08-20,"OMS","Global"
"Holy See",0,12,0,0,2020-08-21,"OMS","Global"
"Holy See",0,12,0,0,2020-08-22,"OMS","Global"
"Holy See",0,12,0,0,2020-08-23,"OMS","Global"
"Holy See",0,12,0,0,2020-08-24,"OMS","Global"
"Holy See",0,12,0,0,2020-08-25,"OMS","Global"
"Holy See",0,12,0,0,2020-08-26,"OMS","Global"
"Holy See",0,12,0,0,2020-08-27,"OMS","Global"
"Holy See",0,12,0,0,2020-08-28,"OMS","Global"
"Holy See",0,12,0,0,2020-08-29,"OMS","Global"
"Holy See",0,12,0,0,2020-08-30,"OMS","Global"
"Holy See",0,12,0,0,2020-08-31,"OMS","Global"
"Holy See",0,12,0,0,2020-09-01,"OMS","Global"
"Holy See",0,12,0,0,2020-09-02,"OMS","Global"
"Holy See",0,12,0,0,2020-09-03,"OMS","Global"
"Holy See",0,12,0,0,2020-09-04,"OMS","Global"
"Holy See",0,12,0,0,2020-09-05,"OMS","Global"
"Holy See",0,12,0,0,2020-09-06,"OMS","Global"
"Holy See",0,12,0,0,2020-09-07,"OMS","Global"
"Holy See",0,12,0,0,2020-09-08,"OMS","Global"
"Holy See",0,12,0,0,2020-09-09,"OMS","Global"
"Holy See",0,12,0,0,2020-09-10,"OMS","Global"
"Holy See",0,12,0,0,2020-09-11,"OMS","Global"
"Holy See",0,12,0,0,2020-09-12,"OMS","Global"
"Holy See",0,12,0,0,2020-09-13,"OMS","Global"
"Holy See",0,12,0,0,2020-09-14,"OMS","Global"
"Holy See",0,12,0,0,2020-09-15,"OMS","Global"
"Holy See",0,12,0,0,2020-09-16,"OMS","Global"
"Holy See",0,12,0,0,2020-09-17,"OMS","Global"
"Holy See",0,12,0,0,2020-09-18,"OMS","Global"
"Holy See",0,12,0,0,2020-09-19,"OMS","Global"
"Holy See",0,12,0,0,2020-09-20,"OMS","Global"
"Holy See",0,12,0,0,2020-09-21,"OMS","Global"
"Holy See",0,12,0,0,2020-09-22,"OMS","Global"
"Holy See",0,12,0,0,2020-09-23,"OMS","Global"
"Holy See",0,12,0,0,2020-09-24,"OMS","Global"
"Holy See",0,12,0,0,2020-09-25,"OMS","Global"
"Holy See",0,12,0,0,2020-09-26,"OMS","Global"
"Holy See",0,12,0,0,2020-09-27,"OMS","Global"
"Holy See",0,12,0,0,2020-09-28,"OMS","Global"
"Holy See",0,12,0,0,2020-09-29,"OMS","Global"
"Holy See",0,12,0,0,2020-09-30,"OMS","Global"
"Holy See",0,12,0,0,2020-10-01,"OMS","Global"
"Holy See",0,12,0,0,2020-10-02,"OMS","Global"
"Holy See",0,12,0,0,2020-10-03,"OMS","Global"
"Holy See",0,12,0,0,2020-10-04,"OMS","Global"
"Holy See",0,12,0,0,2020-10-05,"OMS","Global"
"Holy See",0,12,0,0,2020-10-06,"OMS","Global"
"Holy See",0,12,0,0,2020-10-07,"OMS","Global"
"Holy See",0,12,0,0,2020-10-08,"OMS","Global"
"Holy See",0,12,0,0,2020-10-09,"OMS","Global"
"Holy See",0,12,0,0,2020-10-10,"OMS","Global"
"Holy See",0,12,0,0,2020-10-11,"OMS","Global"
"Holy See",0,12,0,0,2020-10-12,"OMS","Global"
"Holy See",7,19,0,0,2020-10-13,"OMS","Global"
"Holy See",0,19,0,0,2020-10-14,"OMS","Global"
"Holy See",0,19,0,0,2020-10-15,"OMS","Global"
"Holy See",7,26,0,0,2020-10-16,"OMS","Global"
"Holy See",0,26,0,0,2020-10-17,"OMS","Global"
"Holy See",0,26,0,0,2020-10-18,"OMS","Global"
"Holy See",0,26,0,0,2020-10-19,"OMS","Global"
"Holy See",0,26,0,0,2020-10-20,"OMS","Global"
"Holy See",0,26,0,0,2020-10-21,"OMS","Global"
"Holy See",0,26,0,0,2020-10-22,"OMS","Global"
"Holy See",0,26,0,0,2020-10-23,"OMS","Global"
"Holy See",0,26,0,0,2020-10-24,"OMS","Global"
"Holy See",0,26,0,0,2020-10-25,"OMS","Global"
"Holy See",0,26,0,0,2020-10-26,"OMS","Global"
"Holy See",0,26,0,0,2020-10-27,"OMS","Global"
"Holy See",0,26,0,0,2020-10-28,"OMS","Global"
"Holy See",0,26,0,0,2020-10-29,"OMS","Global"
"Holy See",0,26,0,0,2020-10-30,"OMS","Global"
"Holy See",0,26,0,0,2020-10-31,"OMS","Global"
"Holy See",0,26,0,0,2020-11-01,"OMS","Global"
"Holy See",0,26,0,0,2020-11-02,"OMS","Global"
"Holy See",0,26,0,0,2020-11-03,"OMS","Global"
"Holy See",0,26,0,0,2020-11-04,"OMS","Global"
"Holy See",0,26,0,0,2020-11-05,"OMS","Global"
"Holy See",0,26,0,0,2020-11-06,"OMS","Global"
"Holy See",0,26,0,0,2020-11-07,"OMS","Global"
"Holy See",0,26,0,0,2020-11-08,"OMS","Global"
"Holy See",0,26,0,0,2020-11-09,"OMS","Global"
"Holy See",0,26,0,0,2020-11-10,"OMS","Global"
"Holy See",0,26,0,0,2020-11-11,"OMS","Global"
"Holy See",0,26,0,0,2020-11-12,"OMS","Global"
"Holy See",0,26,0,0,2020-11-13,"OMS","Global"
"Holy See",0,26,0,0,2020-11-14,"OMS","Global"
"Holy See",0,26,0,0,2020-11-15,"OMS","Global"
"Holy See",0,26,0,0,2020-11-16,"OMS","Global"
"Holy See",0,26,0,0,2020-11-17,"OMS","Global"
"Holy See",0,26,0,0,2020-11-18,"OMS","Global"
"Holy See",0,26,0,0,2020-11-19,"OMS","Global"
"Holy See",0,26,0,0,2020-11-20,"OMS","Global"
"Holy See",0,26,0,0,2020-11-21,"OMS","Global"
"Holy See",0,26,0,0,2020-11-22,"OMS","Global"
"Holy See",0,26,0,0,2020-11-23,"OMS","Global"
"Holy See",0,26,0,0,2020-11-24,"OMS","Global"
"Holy See",0,26,0,0,2020-11-25,"OMS","Global"
"Holy See",0,26,0,0,2020-11-26,"OMS","Global"
"Holy See",0,26,0,0,2020-11-27,"OMS","Global"
"Holy See",0,26,0,0,2020-11-28,"OMS","Global"
"Holy See",0,26,0,0,2020-11-29,"OMS","Global"
"Holy See",0,26,0,0,2020-11-30,"OMS","Global"
"Holy See",0,26,0,0,2020-12-01,"OMS","Global"
"Holy See",0,26,0,0,2020-12-02,"OMS","Global"
"Holy See",0,26,0,0,2020-12-03,"OMS","Global"
"Holy See",0,26,0,0,2020-12-04,"OMS","Global"
"Holy See",0,26,0,0,2020-12-05,"OMS","Global"
"Holy See",0,26,0,0,2020-12-06,"OMS","Global"
"Holy See",0,26,0,0,2020-12-07,"OMS","Global"
"Holy See",0,26,0,0,2020-12-08,"OMS","Global"
"Holy See",0,26,0,0,2020-12-09,"OMS","Global"
"Holy See",0,26,0,0,2020-12-10,"OMS","Global"
"Holy See",0,26,0,0,2020-12-11,"OMS","Global"
"Holy See",0,26,0,0,2020-12-12,"OMS","Global"
"Holy See",0,26,0,0,2020-12-13,"OMS","Global"
"Holy See",0,26,0,0,2020-12-14,"OMS","Global"
"Holy See",0,26,0,0,2020-12-15,"OMS","Global"
"Holy See",0,26,0,0,2020-12-16,"OMS","Global"
"Holy See",0,26,0,0,2020-12-17,"OMS","Global"
"Holy See",0,26,0,0,2020-12-18,"OMS","Global"
"Holy See",0,26,0,0,2020-12-19,"OMS","Global"
"Holy See",0,26,0,0,2020-12-20,"OMS","Global"
"Holy See",0,26,0,0,2020-12-21,"OMS","Global"
"Holy See",0,26,0,0,2020-12-22,"OMS","Global"
"Holy See",0,26,0,0,2020-12-23,"OMS","Global"
"Holy See",0,26,0,0,2020-12-24,"OMS","Global"
"Holy See",0,26,0,0,2020-12-25,"OMS","Global"
"Holy See",0,26,0,0,2020-12-26,"OMS","Global"
"Holy See",0,26,0,0,2020-12-27,"OMS","Global"
"Holy See",0,26,0,0,2020-12-28,"OMS","Global"
"Holy See",0,26,0,0,2020-12-29,"OMS","Global"
"Holy See",0,26,0,0,2020-12-30,"OMS","Global"
"Holy See",0,26,0,0,2020-12-31,"OMS","Global"
"Holy See",0,26,0,0,2021-01-01,"OMS","Global"
"Holy See",0,26,0,0,2021-01-02,"OMS","Global"
"Holy See",0,26,0,0,2021-01-03,"OMS","Global"
"Holy See",0,26,0,0,2021-01-04,"OMS","Global"
"Holy See",0,26,0,0,2021-01-05,"OMS","Global"
"Holy See",0,26,0,0,2021-01-06,"OMS","Global"
"Holy See",0,26,0,0,2021-01-07,"OMS","Global"
"Holy See",0,26,0,0,2021-01-08,"OMS","Global"
"Holy See",0,26,0,0,2021-01-09,"OMS","Global"
"Holy See",0,26,0,0,2021-01-10,"OMS","Global"
"Holy See",0,26,0,0,2021-01-11,"OMS","Global"
"Holy See",0,26,0,0,2021-01-12,"OMS","Global"
"Holy See",0,26,0,0,2021-01-13,"OMS","Global"
"Holy See",0,26,0,0,2021-01-14,"OMS","Global"
"Holy See",0,26,0,0,2021-01-15,"OMS","Global"
"Holy See",0,26,0,0,2021-01-16,"OMS","Global"
"Holy See",0,26,0,0,2021-01-17,"OMS","Global"
"Holy See",0,26,0,0,2021-01-18,"OMS","Global"
"Holy See",0,26,0,0,2021-01-19,"OMS","Global"
"Holy See",0,26,0,0,2021-01-20,"OMS","Global"
"Holy See",0,26,0,0,2021-01-21,"OMS","Global"
"Holy See",0,26,0,0,2021-01-22,"OMS","Global"
"Holy See",0,26,0,0,2021-01-23,"OMS","Global"
"Holy See",0,26,0,0,2021-01-24,"OMS","Global"
"Holy See",0,26,0,0,2021-01-25,"OMS","Global"
"Holy See",0,26,0,0,2021-01-26,"OMS","Global"
"Holy See",0,26,0,0,2021-01-27,"OMS","Global"
"Holy See",0,26,0,0,2021-01-28,"OMS","Global"
"Holy See",0,26,0,0,2021-01-29,"OMS","Global"
"Holy See",0,26,0,0,2021-01-30,"OMS","Global"
"Holy See",0,26,0,0,2021-01-31,"OMS","Global"
"Holy See",0,26,0,0,2021-02-01,"OMS","Global"
"Holy See",0,26,0,0,2021-02-02,"OMS","Global"
"Holy See",0,26,0,0,2021-02-03,"OMS","Global"
"Holy See",0,26,0,0,2021-02-04,"OMS","Global"
"Holy See",0,26,0,0,2021-02-05,"OMS","Global"
"Holy See",0,26,0,0,2021-02-06,"OMS","Global"
"Holy See",0,26,0,0,2021-02-07,"OMS","Global"
"Holy See",0,26,0,0,2021-02-08,"OMS","Global"
"Holy See",0,26,0,0,2021-02-09,"OMS","Global"
"Holy See",0,26,0,0,2021-02-10,"OMS","Global"
"Holy See",0,26,0,0,2021-02-11,"OMS","Global"
"Holy See",0,26,0,0,2021-02-12,"OMS","Global"
"Holy See",0,26,0,0,2021-02-13,"OMS","Global"
"Holy See",0,26,0,0,2021-02-14,"OMS","Global"
"Holy See",0,26,0,0,2021-02-15,"OMS","Global"
"Holy See",0,26,0,0,2021-02-16,"OMS","Global"
"Holy See",0,26,0,0,2021-02-17,"OMS","Global"
"Holy See",0,26,0,0,2021-02-18,"OMS","Global"
"Holy See",0,26,0,0,2021-02-19,"OMS","Global"
"Holy See",0,26,0,0,2021-02-20,"OMS","Global"
"Holy See",0,26,0,0,2021-02-21,"OMS","Global"
"Holy See",0,26,0,0,2021-02-22,"OMS","Global"
"Holy See",0,26,0,0,2021-02-23,"OMS","Global"
"Holy See",0,26,0,0,2021-02-24,"OMS","Global"
"Holy See",0,26,0,0,2021-02-25,"OMS","Global"
"Holy See",0,26,0,0,2021-02-26,"OMS","Global"
"Holy See",0,26,0,0,2021-02-27,"OMS","Global"
"Holy See",0,26,0,0,2021-02-28,"OMS","Global"
"Holy See",0,26,0,0,2021-03-01,"OMS","Global"
"Holy See",0,26,0,0,2021-03-02,"OMS","Global"
"Holy See",0,26,0,0,2021-03-03,"OMS","Global"
"Holy See",0,26,0,0,2021-03-04,"OMS","Global"
"Holy See",0,26,0,0,2021-03-05,"OMS","Global"
"Holy See",0,26,0,0,2021-03-06,"OMS","Global"
"Holy See",0,26,0,0,2021-03-07,"OMS","Global"
"Holy See",0,26,0,0,2021-03-08,"OMS","Global"
"Holy See",0,26,0,0,2021-03-09,"OMS","Global"
"Holy See",0,26,0,0,2021-03-10,"OMS","Global"
"Holy See",0,26,0,0,2021-03-11,"OMS","Global"
"Holy See",0,26,0,0,2021-03-12,"OMS","Global"
"Holy See",0,26,0,0,2021-03-13,"OMS","Global"
"Holy See",0,26,0,0,2021-03-14,"OMS","Global"
"Holy See",0,26,0,0,2021-03-15,"OMS","Global"
"Holy See",0,26,0,0,2021-03-16,"OMS","Global"
"Holy See",0,26,0,0,2021-03-17,"OMS","Global"
"Holy See",0,26,0,0,2021-03-18,"OMS","Global"
"Holy See",0,26,0,0,2021-03-19,"OMS","Global"
"Holy See",0,26,0,0,2021-03-20,"OMS","Global"
"Holy See",0,26,0,0,2021-03-21,"OMS","Global"
"Hungary",0,0,0,0,2020-01-03,"OMS","Global"
"Hungary",0,0,0,0,2020-01-04,"OMS","Global"
"Hungary",0,0,0,0,2020-01-05,"OMS","Global"
"Hungary",0,0,0,0,2020-01-06,"OMS","Global"
"Hungary",0,0,0,0,2020-01-07,"OMS","Global"
"Hungary",0,0,0,0,2020-01-08,"OMS","Global"
"Hungary",0,0,0,0,2020-01-09,"OMS","Global"
"Hungary",0,0,0,0,2020-01-10,"OMS","Global"
"Hungary",0,0,0,0,2020-01-11,"OMS","Global"
"Hungary",0,0,0,0,2020-01-12,"OMS","Global"
"Hungary",0,0,0,0,2020-01-13,"OMS","Global"
"Hungary",0,0,0,0,2020-01-14,"OMS","Global"
"Hungary",0,0,0,0,2020-01-15,"OMS","Global"
"Hungary",0,0,0,0,2020-01-16,"OMS","Global"
"Hungary",0,0,0,0,2020-01-17,"OMS","Global"
"Hungary",0,0,0,0,2020-01-18,"OMS","Global"
"Hungary",0,0,0,0,2020-01-19,"OMS","Global"
"Hungary",0,0,0,0,2020-01-20,"OMS","Global"
"Hungary",0,0,0,0,2020-01-21,"OMS","Global"
"Hungary",0,0,0,0,2020-01-22,"OMS","Global"
"Hungary",0,0,0,0,2020-01-23,"OMS","Global"
"Hungary",0,0,0,0,2020-01-24,"OMS","Global"
"Hungary",0,0,0,0,2020-01-25,"OMS","Global"
"Hungary",0,0,0,0,2020-01-26,"OMS","Global"
"Hungary",0,0,0,0,2020-01-27,"OMS","Global"
"Hungary",0,0,0,0,2020-01-28,"OMS","Global"
"Hungary",0,0,0,0,2020-01-29,"OMS","Global"
"Hungary",0,0,0,0,2020-01-30,"OMS","Global"
"Hungary",0,0,0,0,2020-01-31,"OMS","Global"
"Hungary",0,0,0,0,2020-02-01,"OMS","Global"
"Hungary",0,0,0,0,2020-02-02,"OMS","Global"
"Hungary",0,0,0,0,2020-02-03,"OMS","Global"
"Hungary",0,0,0,0,2020-02-04,"OMS","Global"
"Hungary",0,0,0,0,2020-02-05,"OMS","Global"
"Hungary",0,0,0,0,2020-02-06,"OMS","Global"
"Hungary",0,0,0,0,2020-02-07,"OMS","Global"
"Hungary",0,0,0,0,2020-02-08,"OMS","Global"
"Hungary",0,0,0,0,2020-02-09,"OMS","Global"
"Hungary",0,0,0,0,2020-02-10,"OMS","Global"
"Hungary",0,0,0,0,2020-02-11,"OMS","Global"
"Hungary",0,0,0,0,2020-02-12,"OMS","Global"
"Hungary",0,0,0,0,2020-02-13,"OMS","Global"
"Hungary",0,0,0,0,2020-02-14,"OMS","Global"
"Hungary",0,0,0,0,2020-02-15,"OMS","Global"
"Hungary",0,0,0,0,2020-02-16,"OMS","Global"
"Hungary",0,0,0,0,2020-02-17,"OMS","Global"
"Hungary",0,0,0,0,2020-02-18,"OMS","Global"
"Hungary",0,0,0,0,2020-02-19,"OMS","Global"
"Hungary",0,0,0,0,2020-02-20,"OMS","Global"
"Hungary",0,0,0,0,2020-02-21,"OMS","Global"
"Hungary",0,0,0,0,2020-02-22,"OMS","Global"
"Hungary",0,0,0,0,2020-02-23,"OMS","Global"
"Hungary",0,0,0,0,2020-02-24,"OMS","Global"
"Hungary",0,0,0,0,2020-02-25,"OMS","Global"
"Hungary",0,0,0,0,2020-02-26,"OMS","Global"
"Hungary",0,0,0,0,2020-02-27,"OMS","Global"
"Hungary",0,0,0,0,2020-02-28,"OMS","Global"
"Hungary",0,0,0,0,2020-02-29,"OMS","Global"
"Hungary",0,0,0,0,2020-03-01,"OMS","Global"
"Hungary",0,0,0,0,2020-03-02,"OMS","Global"
"Hungary",0,0,0,0,2020-03-03,"OMS","Global"
"Hungary",0,0,0,0,2020-03-04,"OMS","Global"
"Hungary",2,2,0,0,2020-03-05,"OMS","Global"
"Hungary",0,2,0,0,2020-03-06,"OMS","Global"
"Hungary",2,4,0,0,2020-03-07,"OMS","Global"
"Hungary",3,7,0,0,2020-03-08,"OMS","Global"
"Hungary",1,8,0,0,2020-03-09,"OMS","Global"
"Hungary",1,9,0,0,2020-03-10,"OMS","Global"
"Hungary",3,12,0,0,2020-03-11,"OMS","Global"
"Hungary",1,13,0,0,2020-03-12,"OMS","Global"
"Hungary",3,16,0,0,2020-03-13,"OMS","Global"
"Hungary",9,25,0,0,2020-03-14,"OMS","Global"
"Hungary",6,31,0,0,2020-03-15,"OMS","Global"
"Hungary",8,39,1,1,2020-03-16,"OMS","Global"
"Hungary",11,50,0,1,2020-03-17,"OMS","Global"
"Hungary",0,50,0,1,2020-03-18,"OMS","Global"
"Hungary",23,73,0,1,2020-03-19,"OMS","Global"
"Hungary",12,85,0,1,2020-03-20,"OMS","Global"
"Hungary",18,103,3,4,2020-03-21,"OMS","Global"
"Hungary",28,131,0,4,2020-03-22,"OMS","Global"
"Hungary",36,167,3,7,2020-03-23,"OMS","Global"
"Hungary",20,187,1,8,2020-03-24,"OMS","Global"
"Hungary",39,226,2,10,2020-03-25,"OMS","Global"
"Hungary",35,261,0,10,2020-03-26,"OMS","Global"
"Hungary",39,300,0,10,2020-03-27,"OMS","Global"
"Hungary",43,343,1,11,2020-03-28,"OMS","Global"
"Hungary",65,408,2,13,2020-03-29,"OMS","Global"
"Hungary",39,447,2,15,2020-03-30,"OMS","Global"
"Hungary",45,492,1,16,2020-03-31,"OMS","Global"
"Hungary",33,525,4,20,2020-04-01,"OMS","Global"
"Hungary",60,585,1,21,2020-04-02,"OMS","Global"
"Hungary",38,623,5,26,2020-04-03,"OMS","Global"
"Hungary",55,678,6,32,2020-04-04,"OMS","Global"
"Hungary",55,733,2,34,2020-04-05,"OMS","Global"
"Hungary",11,744,4,38,2020-04-06,"OMS","Global"
"Hungary",73,817,9,47,2020-04-07,"OMS","Global"
"Hungary",78,895,11,58,2020-04-08,"OMS","Global"
"Hungary",85,980,8,66,2020-04-09,"OMS","Global"
"Hungary",210,1190,11,77,2020-04-10,"OMS","Global"
"Hungary",120,1310,8,85,2020-04-11,"OMS","Global"
"Hungary",100,1410,14,99,2020-04-12,"OMS","Global"
"Hungary",48,1458,10,109,2020-04-13,"OMS","Global"
"Hungary",54,1512,13,122,2020-04-14,"OMS","Global"
"Hungary",67,1579,12,134,2020-04-15,"OMS","Global"
"Hungary",73,1652,8,142,2020-04-16,"OMS","Global"
"Hungary",111,1763,14,156,2020-04-17,"OMS","Global"
"Hungary",71,1834,16,172,2020-04-18,"OMS","Global"
"Hungary",82,1916,17,189,2020-04-19,"OMS","Global"
"Hungary",68,1984,10,199,2020-04-20,"OMS","Global"
"Hungary",114,2098,14,213,2020-04-21,"OMS","Global"
"Hungary",70,2168,12,225,2020-04-22,"OMS","Global"
"Hungary",116,2284,0,225,2020-04-23,"OMS","Global"
"Hungary",99,2383,25,250,2020-04-24,"OMS","Global"
"Hungary",60,2443,12,262,2020-04-25,"OMS","Global"
"Hungary",57,2500,10,272,2020-04-26,"OMS","Global"
"Hungary",83,2583,8,280,2020-04-27,"OMS","Global"
"Hungary",66,2649,11,291,2020-04-28,"OMS","Global"
"Hungary",78,2727,9,300,2020-04-29,"OMS","Global"
"Hungary",48,2775,12,312,2020-04-30,"OMS","Global"
"Hungary",88,2863,11,323,2020-05-01,"OMS","Global"
"Hungary",79,2942,12,335,2020-05-02,"OMS","Global"
"Hungary",56,2998,5,340,2020-05-03,"OMS","Global"
"Hungary",37,3035,11,351,2020-05-04,"OMS","Global"
"Hungary",30,3065,12,363,2020-05-05,"OMS","Global"
"Hungary",46,3111,10,373,2020-05-06,"OMS","Global"
"Hungary",39,3150,10,383,2020-05-07,"OMS","Global"
"Hungary",28,3178,9,392,2020-05-08,"OMS","Global"
"Hungary",35,3213,13,405,2020-05-09,"OMS","Global"
"Hungary",50,3263,8,413,2020-05-10,"OMS","Global"
"Hungary",21,3284,8,421,2020-05-11,"OMS","Global"
"Hungary",29,3313,4,425,2020-05-12,"OMS","Global"
"Hungary",28,3341,5,430,2020-05-13,"OMS","Global"
"Hungary",39,3380,6,436,2020-05-14,"OMS","Global"
"Hungary",37,3417,6,442,2020-05-15,"OMS","Global"
"Hungary",56,3473,6,448,2020-05-16,"OMS","Global"
"Hungary",36,3509,3,451,2020-05-17,"OMS","Global"
"Hungary",26,3535,11,462,2020-05-18,"OMS","Global"
"Hungary",21,3556,5,467,2020-05-19,"OMS","Global"
"Hungary",42,3598,3,470,2020-05-20,"OMS","Global"
"Hungary",43,3641,3,473,2020-05-21,"OMS","Global"
"Hungary",37,3678,3,476,2020-05-22,"OMS","Global"
"Hungary",35,3713,6,482,2020-05-23,"OMS","Global"
"Hungary",28,3741,4,486,2020-05-24,"OMS","Global"
"Hungary",15,3756,5,491,2020-05-25,"OMS","Global"
"Hungary",15,3771,8,499,2020-05-26,"OMS","Global"
"Hungary",22,3793,6,505,2020-05-27,"OMS","Global"
"Hungary",23,3816,4,509,2020-05-28,"OMS","Global"
"Hungary",25,3841,8,517,2020-05-29,"OMS","Global"
"Hungary",0,3841,0,517,2020-05-30,"OMS","Global"
"Hungary",26,3867,7,524,2020-05-31,"OMS","Global"
"Hungary",9,3876,2,526,2020-06-01,"OMS","Global"
"Hungary",45,3921,6,532,2020-06-02,"OMS","Global"
"Hungary",10,3931,2,534,2020-06-03,"OMS","Global"
"Hungary",0,3931,0,534,2020-06-04,"OMS","Global"
"Hungary",23,3954,5,539,2020-06-05,"OMS","Global"
"Hungary",16,3970,3,542,2020-06-06,"OMS","Global"
"Hungary",0,3970,0,542,2020-06-07,"OMS","Global"
"Hungary",0,3970,0,542,2020-06-08,"OMS","Global"
"Hungary",44,4014,6,548,2020-06-09,"OMS","Global"
"Hungary",3,4017,2,550,2020-06-10,"OMS","Global"
"Hungary",10,4027,1,551,2020-06-11,"OMS","Global"
"Hungary",12,4039,2,553,2020-06-12,"OMS","Global"
"Hungary",14,4053,2,555,2020-06-13,"OMS","Global"
"Hungary",11,4064,4,559,2020-06-14,"OMS","Global"
"Hungary",12,4076,4,563,2020-06-15,"OMS","Global"
"Hungary",1,4077,2,565,2020-06-16,"OMS","Global"
"Hungary",1,4078,2,567,2020-06-17,"OMS","Global"
"Hungary",1,4079,1,568,2020-06-18,"OMS","Global"
"Hungary",2,4081,0,568,2020-06-19,"OMS","Global"
"Hungary",5,4086,2,570,2020-06-20,"OMS","Global"
"Hungary",8,4094,0,570,2020-06-21,"OMS","Global"
"Hungary",8,4102,2,572,2020-06-22,"OMS","Global"
"Hungary",5,4107,1,573,2020-06-23,"OMS","Global"
"Hungary",0,4107,0,573,2020-06-24,"OMS","Global"
"Hungary",7,4114,3,576,2020-06-25,"OMS","Global"
"Hungary",9,4123,1,577,2020-06-26,"OMS","Global"
"Hungary",4,4127,1,578,2020-06-27,"OMS","Global"
"Hungary",11,4138,0,578,2020-06-28,"OMS","Global"
"Hungary",4,4142,3,581,2020-06-29,"OMS","Global"
"Hungary",3,4145,4,585,2020-06-30,"OMS","Global"
"Hungary",10,4155,0,585,2020-07-01,"OMS","Global"
"Hungary",2,4157,1,586,2020-07-02,"OMS","Global"
"Hungary",9,4166,1,587,2020-07-03,"OMS","Global"
"Hungary",6,4172,1,588,2020-07-04,"OMS","Global"
